STATE,Commodity,Variety,Market_Name,month,day,year,Min_Price,Max_Price,price_range,price_center,prev_price,avg_price_7,Modal_Price
Uttar Pradesh,Onion,Red,Lucknow,6.0,11.0,2024.0,3850.0,3950.0,100.0,3900.0,4000.0,2898.5714285714284,3900.0
Uttar Pradesh,Onion,Red,Lucknow,6.0,12.0,2024.0,3650.0,3750.0,100.0,3700.0,3900.0,3191.4285714285716,3700.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,2.0,2024.0,1650.0,1750.0,100.0,1700.0,3700.0,3205.714285714286,1700.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,3.0,2024.0,1850.0,1950.0,100.0,1900.0,1700.0,3098.5714285714284,1900.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,4.0,2024.0,1750.0,1850.0,100.0,1800.0,1900.0,2965.714285714286,1800.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,5.0,2024.0,1600.0,1700.0,100.0,1650.0,1800.0,2664.285714285714,1650.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,8.0,2024.0,2710.0,2810.0,100.0,2760.0,1650.0,2487.1428571428573,2760.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,9.0,2024.0,3670.0,3770.0,100.0,3720.0,2760.0,2461.4285714285716,3720.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,10.0,2024.0,3950.0,4150.0,200.0,4050.0,3720.0,2511.4285714285716,4050.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,11.0,2024.0,3900.0,4050.0,150.0,3975.0,4050.0,2835.714285714286,3970.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,1.0,2024.0,1900.0,2000.0,100.0,1950.0,3970.0,2842.8571428571427,1950.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,2.0,2024.0,1650.0,1750.0,100.0,1700.0,1950.0,2828.5714285714284,1700.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,3.0,2024.0,1800.0,1900.0,100.0,1850.0,1700.0,2857.1428571428573,1850.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,4.0,2024.0,1800.0,1900.0,100.0,1850.0,1850.0,2727.1428571428573,1850.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,5.0,2024.0,1630.0,1730.0,100.0,1680.0,1850.0,2435.714285714286,1680.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,7.0,2024.0,2650.0,2750.0,100.0,2700.0,1680.0,2242.8571428571427,2700.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,8.0,2024.0,2730.0,2830.0,100.0,2780.0,2700.0,2072.8571428571427,2780.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,9.0,2024.0,3600.0,3800.0,200.0,3700.0,2780.0,2322.8571428571427,3700.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,10.0,2024.0,4000.0,4100.0,100.0,4050.0,3700.0,2660.0,4060.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,11.0,2024.0,4000.0,4100.0,100.0,4050.0,4060.0,2974.285714285714,4050.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,1.0,2024.0,1900.0,2000.0,100.0,1950.0,4050.0,2988.5714285714284,1950.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,2.0,2024.0,1650.0,1750.0,100.0,1700.0,1950.0,2991.4285714285716,1700.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,3.0,2024.0,1900.0,2000.0,100.0,1950.0,1700.0,2884.285714285714,1950.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,4.0,2024.0,1750.0,1850.0,100.0,1800.0,1950.0,2744.285714285714,1800.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,5.0,2024.0,1650.0,1750.0,100.0,1700.0,1800.0,2458.5714285714284,1700.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,7.0,2024.0,2680.0,2780.0,100.0,2730.0,1700.0,2268.5714285714284,2730.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,8.0,2024.0,2780.0,2880.0,100.0,2830.0,2730.0,2094.285714285714,2830.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,9.0,2024.0,3650.0,3750.0,100.0,3700.0,2830.0,2344.285714285714,3700.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,10.0,2024.0,4020.0,4120.0,100.0,4070.0,3700.0,2682.8571428571427,4070.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,11.0,2024.0,3970.0,4070.0,100.0,4020.0,4070.0,2978.5714285714284,4020.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,1.0,2024.0,1900.0,2000.0,100.0,1950.0,4020.0,3000.0,1950.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,2.0,2024.0,1600.0,1700.0,100.0,1650.0,1950.0,2992.8571428571427,1650.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,4.0,2024.0,1750.0,1850.0,100.0,1800.0,1650.0,2860.0,1800.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,5.0,2024.0,1650.0,1750.0,100.0,1700.0,1800.0,2698.5714285714284,1700.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,7.0,2024.0,2680.0,2780.0,100.0,2730.0,1700.0,2560.0,2730.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,8.0,2024.0,2800.0,2950.0,150.0,2875.0,2730.0,2385.714285714286,2850.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,9.0,2024.0,3670.0,3770.0,100.0,3720.0,2850.0,2342.8571428571427,3720.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,10.0,2024.0,4050.0,4150.0,100.0,4100.0,3720.0,2650.0,4100.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,11.0,2024.0,4000.0,4200.0,200.0,4100.0,4100.0,3000.0,4100.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,1.0,2024.0,1900.0,2000.0,100.0,1950.0,4100.0,3022.8571428571427,1960.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,3.0,2024.0,1950.0,2050.0,100.0,2000.0,1960.0,3065.714285714286,2000.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,4.0,2024.0,1750.0,1850.0,100.0,1800.0,2000.0,2932.8571428571427,1800.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,5.0,2024.0,1650.0,1800.0,150.0,1725.0,1800.0,2768.5714285714284,1700.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,7.0,2024.0,2680.0,2780.0,100.0,2730.0,1700.0,2627.1428571428573,2730.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,8.0,2024.0,2800.0,2900.0,100.0,2850.0,2730.0,2448.5714285714284,2850.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,9.0,2024.0,3650.0,3750.0,100.0,3700.0,2850.0,2391.4285714285716,3700.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,10.0,2024.0,4100.0,4300.0,200.0,4200.0,3700.0,2711.4285714285716,4200.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,11.0,2024.0,4100.0,4200.0,100.0,4150.0,4200.0,3018.5714285714284,4150.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,1.0,2024.0,1910.0,2000.0,90.0,1955.0,4150.0,3041.4285714285716,1960.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,2.0,2024.0,1500.0,1600.0,100.0,1550.0,1960.0,3020.0,1550.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,3.0,2024.0,1950.0,2050.0,100.0,2000.0,1550.0,2915.714285714286,2000.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,4.0,2024.0,1700.0,1800.0,100.0,1750.0,2000.0,2758.5714285714284,1750.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,5.0,2024.0,1650.0,1750.0,100.0,1700.0,1750.0,2472.8571428571427,1700.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,7.0,2024.0,2700.0,2800.0,100.0,2750.0,1700.0,2265.714285714286,2750.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,8.0,2024.0,2800.0,2900.0,100.0,2850.0,2750.0,2080.0,2850.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,9.0,2024.0,3670.0,3770.0,100.0,3720.0,2850.0,2332.1428571428573,3725.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,10.0,2024.0,4100.0,4300.0,200.0,4200.0,3725.0,2710.714285714286,4200.0
Uttar Pradesh,Onion,Red,Lucknow,1.0,3.0,2025.0,2430.0,2530.0,100.0,2480.0,4200.0,2779.285714285714,2480.0
Uttar Pradesh,Onion,Red,Lucknow,1.0,4.0,2025.0,1900.0,2000.0,100.0,1950.0,2480.0,2807.8571428571427,1950.0
Uttar Pradesh,Onion,Red,Lucknow,1.0,5.0,2025.0,1330.0,1430.0,100.0,1380.0,1950.0,2762.1428571428573,1380.0
Uttar Pradesh,Onion,Red,Lucknow,1.0,6.0,2025.0,1150.0,1270.0,120.0,1210.0,1380.0,2543.5714285714284,1220.0
Uttar Pradesh,Onion,Red,Lucknow,2.0,3.0,2025.0,2400.0,2550.0,150.0,2475.0,1220.0,2489.285714285714,2470.0
Uttar Pradesh,Onion,Red,Lucknow,2.0,4.0,2025.0,1900.0,2000.0,100.0,1950.0,2470.0,2235.714285714286,1950.0
Uttar Pradesh,Onion,Red,Lucknow,2.0,5.0,2025.0,1320.0,1420.0,100.0,1370.0,1950.0,1831.4285714285713,1370.0
Uttar Pradesh,Onion,Red,Lucknow,2.0,6.0,2025.0,1200.0,1300.0,100.0,1250.0,1370.0,1655.7142857142858,1250.0
Uttar Pradesh,Onion,Red,Lucknow,3.0,3.0,2025.0,2510.0,2610.0,100.0,2560.0,1250.0,1742.857142857143,2560.0
Uttar Pradesh,Onion,Red,Lucknow,3.0,4.0,2025.0,1850.0,1950.0,100.0,1900.0,2560.0,1817.142857142857,1900.0
Uttar Pradesh,Onion,Red,Lucknow,3.0,5.0,2025.0,1320.0,1420.0,100.0,1370.0,1900.0,1838.5714285714287,1370.0
Uttar Pradesh,Onion,Red,Lucknow,3.0,6.0,2025.0,1180.0,1280.0,100.0,1230.0,1370.0,1661.4285714285713,1230.0
Uttar Pradesh,Onion,Red,Lucknow,4.0,3.0,2025.0,2400.0,2600.0,200.0,2500.0,1230.0,1740.0,2500.0
Uttar Pradesh,Onion,Red,Lucknow,4.0,4.0,2025.0,1850.0,1950.0,100.0,1900.0,2500.0,1815.7142857142858,1900.0
Uttar Pradesh,Onion,Red,Lucknow,4.0,6.0,2025.0,1170.0,1270.0,100.0,1220.0,1900.0,1811.4285714285713,1220.0
Uttar Pradesh,Onion,Red,Lucknow,5.0,3.0,2025.0,2520.0,2620.0,100.0,2570.0,1220.0,1812.857142857143,2570.0
Uttar Pradesh,Onion,Red,Lucknow,5.0,4.0,2025.0,1830.0,1930.0,100.0,1880.0,2570.0,1810.0,1880.0
Uttar Pradesh,Onion,Red,Lucknow,5.0,5.0,2025.0,1300.0,1400.0,100.0,1350.0,1880.0,1807.142857142857,1350.0
Uttar Pradesh,Onion,Red,Lucknow,5.0,6.0,2025.0,1170.0,1270.0,100.0,1220.0,1350.0,1805.7142857142858,1220.0
Uttar Pradesh,Onion,Red,Lucknow,6.0,2.0,2025.0,2050.0,2150.0,100.0,2100.0,1220.0,1748.5714285714287,2100.0
Uttar Pradesh,Onion,Red,Lucknow,6.0,2.0,2025.0,1900.0,2000.0,100.0,1950.0,2100.0,1755.7142857142858,1950.0
Uttar Pradesh,Onion,Red,Lucknow,6.0,3.0,2025.0,2530.0,2630.0,100.0,2580.0,1950.0,1950.0,2580.0
Uttar Pradesh,Onion,Red,Lucknow,6.0,4.0,2025.0,1830.0,1930.0,100.0,1880.0,2580.0,1851.4285714285713,1880.0
Uttar Pradesh,Onion,Red,Lucknow,6.0,5.0,2025.0,1300.0,1400.0,100.0,1350.0,1880.0,1775.7142857142858,1350.0
Uttar Pradesh,Onion,Red,Lucknow,6.0,6.0,2025.0,1170.0,1280.0,110.0,1225.0,1350.0,1758.5714285714287,1230.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,2.0,2025.0,1900.0,2000.0,100.0,1950.0,1230.0,1862.857142857143,1950.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,2.0,2025.0,2040.0,2140.0,100.0,2090.0,1950.0,1861.4285714285713,2090.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,3.0,2025.0,2550.0,2650.0,100.0,2600.0,2090.0,1954.2857142857142,2600.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,4.0,2025.0,1800.0,1900.0,100.0,1850.0,2600.0,1850.0,1850.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,5.0,2025.0,1250.0,1350.0,100.0,1300.0,1850.0,1767.142857142857,1300.0
Uttar Pradesh,Onion,Red,Lucknow,7.0,6.0,2025.0,1150.0,1250.0,100.0,1200.0,1300.0,1745.7142857142858,1200.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,2.0,2025.0,2000.0,2150.0,150.0,2075.0,1200.0,1867.142857142857,2080.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,3.0,2025.0,2500.0,2660.0,160.0,2580.0,2080.0,1960.0,2600.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,4.0,2025.0,1770.0,1870.0,100.0,1820.0,2600.0,1921.4285714285713,1820.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,5.0,2025.0,1230.0,1330.0,100.0,1280.0,1820.0,1732.857142857143,1280.0
Uttar Pradesh,Onion,Red,Lucknow,8.0,6.0,2025.0,1150.0,1250.0,100.0,1200.0,1280.0,1640.0,1200.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,2.0,2025.0,1980.0,2100.0,120.0,2040.0,1200.0,1747.142857142857,2050.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,3.0,2025.0,2500.0,2660.0,160.0,2580.0,2050.0,1945.7142857142858,2590.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,4.0,2025.0,1700.0,1800.0,100.0,1750.0,2590.0,1898.5714285714287,1750.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,5.0,2025.0,1210.0,1310.0,100.0,1260.0,1750.0,1707.142857142857,1260.0
Uttar Pradesh,Onion,Red,Lucknow,9.0,6.0,2025.0,1150.0,1250.0,100.0,1200.0,1260.0,1618.5714285714287,1200.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,2.0,2025.0,1850.0,1960.0,110.0,1905.0,1200.0,1707.142857142857,1900.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,2.0,2025.0,2000.0,2100.0,100.0,2050.0,1900.0,1828.5714285714287,2050.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,3.0,2025.0,2600.0,2700.0,100.0,2650.0,2050.0,1914.2857142857142,2650.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,4.0,2025.0,1650.0,1800.0,150.0,1725.0,2650.0,1791.4285714285713,1730.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,5.0,2025.0,1200.0,1300.0,100.0,1250.0,1730.0,1721.4285714285713,1260.0
Uttar Pradesh,Onion,Red,Lucknow,10.0,6.0,2025.0,1150.0,1250.0,100.0,1200.0,1260.0,1712.857142857143,1200.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,2.0,2025.0,2050.0,2150.0,100.0,2100.0,1200.0,1841.4285714285713,2100.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,3.0,2025.0,2550.0,2650.0,100.0,2600.0,2100.0,1941.4285714285713,2600.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,4.0,2025.0,1700.0,1800.0,100.0,1750.0,2600.0,1898.5714285714287,1750.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,5.0,2025.0,1180.0,1270.0,90.0,1225.0,1750.0,1694.2857142857142,1220.0
Uttar Pradesh,Onion,Red,Lucknow,11.0,6.0,2025.0,1180.0,1280.0,100.0,1230.0,1220.0,1622.857142857143,1230.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,2.0,2025.0,2050.0,2200.0,150.0,2125.0,1230.0,1745.7142857142858,2120.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,3.0,2025.0,2500.0,2600.0,100.0,2550.0,2120.0,1938.5714285714287,2550.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,4.0,2025.0,1680.0,1800.0,120.0,1740.0,2550.0,1888.5714285714287,1750.0
Uttar Pradesh,Onion,Red,Lucknow,12.0,5.0,2025.0,1170.0,1270.0,100.0,1220.0,1750.0,1691.4285714285713,1220.0
Uttar Pradesh,Onion,Red,Madhoganj,1.0,8.0,2023.0,1550.0,1600.0,50.0,1575.0,1150.0,1362.5,1575.0
Uttar Pradesh,Onion,Red,Madhoganj,1.0,9.0,2023.0,2100.0,2150.0,50.0,2125.0,1575.0,1618.3333333333333,2130.0
Uttar Pradesh,Onion,Red,Madhoganj,1.0,10.0,2023.0,1900.0,1950.0,50.0,1925.0,2130.0,1693.75,1920.0
Uttar Pradesh,Onion,Red,Madhoganj,1.0,11.0,2023.0,3650.0,3700.0,50.0,3675.0,1920.0,2090.0,3675.0
Uttar Pradesh,Onion,Red,Madhoganj,1.0,12.0,2023.0,3550.0,3650.0,100.0,3600.0,3675.0,2341.6666666666665,3600.0
Uttar Pradesh,Onion,Red,Madhoganj,2.0,7.0,2023.0,1150.0,1200.0,50.0,1175.0,3600.0,2174.285714285714,1170.0
Uttar Pradesh,Onion,Red,Madhoganj,2.0,8.0,2023.0,1550.0,1600.0,50.0,1575.0,1170.0,2234.285714285714,1570.0
Uttar Pradesh,Onion,Red,Madhoganj,2.0,9.0,2023.0,2100.0,2150.0,50.0,2125.0,1570.0,2312.8571428571427,2125.0
Uttar Pradesh,Onion,Red,Madhoganj,2.0,10.0,2023.0,1900.0,2000.0,100.0,1950.0,2125.0,2287.1428571428573,1950.0
Uttar Pradesh,Onion,Red,Madhoganj,2.0,12.0,2023.0,3600.0,3700.0,100.0,3650.0,1950.0,2535.714285714286,3660.0
Uttar Pradesh,Onion,Red,Madhoganj,3.0,7.0,2023.0,1180.0,1250.0,70.0,1215.0,3660.0,2183.5714285714284,1210.0
Uttar Pradesh,Onion,Red,Madhoganj,3.0,8.0,2023.0,1550.0,1600.0,50.0,1575.0,1210.0,1892.857142857143,1565.0
Uttar Pradesh,Onion,Red,Madhoganj,3.0,9.0,2023.0,2100.0,2150.0,50.0,2125.0,1565.0,2028.5714285714287,2120.0
Uttar Pradesh,Onion,Red,Madhoganj,3.0,10.0,2023.0,1950.0,2000.0,50.0,1975.0,2120.0,2085.714285714286,1970.0
Uttar Pradesh,Onion,Red,Madhoganj,3.0,11.0,2023.0,3750.0,3800.0,50.0,3775.0,1970.0,2322.1428571428573,3780.0
Uttar Pradesh,Onion,Red,Madhoganj,3.0,12.0,2023.0,3650.0,3700.0,50.0,3675.0,3780.0,2569.285714285714,3680.0
Uttar Pradesh,Onion,Red,Madhoganj,4.0,7.0,2023.0,1200.0,1300.0,100.0,1250.0,3680.0,2225.0,1250.0
Uttar Pradesh,Onion,Red,Madhoganj,4.0,8.0,2023.0,1550.0,1600.0,50.0,1575.0,1250.0,2276.4285714285716,1570.0
Uttar Pradesh,Onion,Red,Madhoganj,4.0,9.0,2023.0,2100.0,2150.0,50.0,2125.0,1570.0,2355.714285714286,2120.0
Uttar Pradesh,Onion,Red,Madhoganj,4.0,10.0,2023.0,1920.0,2000.0,80.0,1960.0,2120.0,2332.8571428571427,1960.0
Uttar Pradesh,Onion,Red,Madhoganj,4.0,11.0,2023.0,3800.0,3850.0,50.0,3825.0,1960.0,2597.1428571428573,3820.0
Uttar Pradesh,Onion,Red,Madhoganj,4.0,12.0,2023.0,3650.0,3750.0,100.0,3700.0,3820.0,2585.714285714286,3700.0
Uttar Pradesh,Onion,Red,Madhoganj,5.0,7.0,2023.0,1250.0,1300.0,50.0,1275.0,3700.0,2242.8571428571427,1280.0
Uttar Pradesh,Onion,Red,Madhoganj,5.0,8.0,2023.0,1550.0,1600.0,50.0,1575.0,1280.0,2289.285714285714,1575.0
Uttar Pradesh,Onion,Red,Madhoganj,5.0,9.0,2023.0,2100.0,2150.0,50.0,2125.0,1575.0,2367.8571428571427,2120.0
Uttar Pradesh,Onion,Red,Madhoganj,5.0,10.0,2023.0,1950.0,2050.0,100.0,2000.0,2120.0,2350.714285714286,2000.0
Uttar Pradesh,Onion,Red,Madhoganj,5.0,11.0,2023.0,3750.0,3800.0,50.0,3775.0,2000.0,2609.285714285714,3770.0
Uttar Pradesh,Onion,Red,Madhoganj,5.0,12.0,2023.0,3700.0,3750.0,50.0,3725.0,3770.0,2595.714285714286,3725.0
Uttar Pradesh,Onion,Red,Madhoganj,6.0,6.0,2023.0,1050.0,1120.0,70.0,1085.0,3725.0,2222.8571428571427,1090.0
Uttar Pradesh,Onion,Red,Madhoganj,6.0,7.0,2023.0,1300.0,1350.0,50.0,1325.0,1090.0,2227.8571428571427,1315.0
Uttar Pradesh,Onion,Red,Madhoganj,6.0,8.0,2023.0,1550.0,1600.0,50.0,1575.0,1315.0,2229.285714285714,1585.0
Uttar Pradesh,Onion,Red,Madhoganj,6.0,9.0,2023.0,2100.0,2150.0,50.0,2125.0,1585.0,2230.0,2125.0
Uttar Pradesh,Onion,Red,Madhoganj,6.0,10.0,2023.0,2000.0,2100.0,100.0,2050.0,2125.0,2237.1428571428573,2050.0
Uttar Pradesh,Onion,Red,Madhoganj,6.0,11.0,2023.0,3700.0,3750.0,50.0,3725.0,2050.0,2230.0,3720.0
Uttar Pradesh,Onion,Red,Madhoganj,6.0,12.0,2023.0,3680.0,3750.0,70.0,3715.0,3720.0,2227.8571428571427,3710.0
Uttar Pradesh,Onion,Red,Madhoganj,7.0,6.0,2023.0,1050.0,1150.0,100.0,1100.0,3710.0,2229.285714285714,1100.0
Uttar Pradesh,Onion,Red,Madhoganj,7.0,7.0,2023.0,1300.0,1380.0,80.0,1340.0,1100.0,2233.5714285714284,1345.0
Uttar Pradesh,Onion,Red,Madhoganj,7.0,8.0,2023.0,1550.0,1600.0,50.0,1575.0,1345.0,2232.8571428571427,1580.0
Uttar Pradesh,Onion,Red,Madhoganj,7.0,9.0,2023.0,2100.0,2150.0,50.0,2125.0,1580.0,2232.8571428571427,2125.0
Uttar Pradesh,Onion,Red,Madhoganj,7.0,10.0,2023.0,2100.0,2150.0,50.0,2125.0,2125.0,2242.8571428571427,2120.0
Uttar Pradesh,Onion,Red,Madhoganj,7.0,11.0,2023.0,3750.0,3850.0,100.0,3800.0,2120.0,2254.285714285714,3800.0
Uttar Pradesh,Onion,Red,Madhoganj,7.0,12.0,2023.0,3650.0,3730.0,80.0,3690.0,3800.0,2251.4285714285716,3690.0
Uttar Pradesh,Onion,Red,Madhoganj,8.0,7.0,2023.0,1350.0,1400.0,50.0,1375.0,3690.0,2290.0,1370.0
Uttar Pradesh,Onion,Red,Madhoganj,8.0,8.0,2023.0,1550.0,1600.0,50.0,1575.0,1370.0,2323.5714285714284,1580.0
Uttar Pradesh,Onion,Red,Madhoganj,8.0,9.0,2023.0,2100.0,2150.0,50.0,2125.0,1580.0,2402.1428571428573,2130.0
Uttar Pradesh,Onion,Red,Madhoganj,8.0,10.0,2023.0,2100.0,2150.0,50.0,2125.0,2130.0,2401.4285714285716,2120.0
Uttar Pradesh,Onion,Red,Madhoganj,8.0,11.0,2023.0,3750.0,3800.0,50.0,3775.0,2120.0,2638.5714285714284,3780.0
Uttar Pradesh,Onion,Red,Madhoganj,8.0,12.0,2023.0,3700.0,3750.0,50.0,3725.0,3780.0,2627.1428571428573,3720.0
Uttar Pradesh,Onion,Red,Madhoganj,9.0,6.0,2023.0,1050.0,1150.0,100.0,1100.0,3720.0,2257.1428571428573,1100.0
Uttar Pradesh,Onion,Red,Madhoganj,9.0,7.0,2023.0,1400.0,1500.0,100.0,1450.0,1100.0,2268.5714285714284,1450.0
Uttar Pradesh,Onion,Red,Madhoganj,9.0,8.0,2023.0,1550.0,1650.0,100.0,1600.0,1450.0,2271.4285714285716,1600.0
Uttar Pradesh,Onion,Red,Madhoganj,9.0,9.0,2023.0,2100.0,2150.0,50.0,2125.0,1600.0,2270.0,2120.0
Uttar Pradesh,Onion,Red,Madhoganj,9.0,10.0,2023.0,2100.0,2150.0,50.0,2125.0,2120.0,2270.714285714286,2125.0
Uttar Pradesh,Onion,Red,Madhoganj,9.0,11.0,2023.0,3700.0,3800.0,100.0,3750.0,2125.0,2266.4285714285716,3750.0
Uttar Pradesh,Onion,Red,Madhoganj,9.0,12.0,2023.0,3650.0,3750.0,100.0,3700.0,3750.0,2263.5714285714284,3700.0
Uttar Pradesh,Onion,Red,Madhoganj,10.0,6.0,2023.0,1050.0,1100.0,50.0,1075.0,3700.0,2260.714285714286,1080.0
Uttar Pradesh,Onion,Red,Madhoganj,10.0,7.0,2023.0,1400.0,1450.0,50.0,1425.0,1080.0,2255.714285714286,1415.0
Uttar Pradesh,Onion,Red,Madhoganj,10.0,8.0,2023.0,1580.0,1650.0,70.0,1615.0,1415.0,2257.1428571428573,1610.0
Uttar Pradesh,Onion,Red,Madhoganj,10.0,9.0,2023.0,2080.0,2150.0,70.0,2115.0,1610.0,2255.714285714286,2110.0
Uttar Pradesh,Onion,Red,Madhoganj,10.0,10.0,2023.0,2050.0,2150.0,100.0,2100.0,2110.0,2252.1428571428573,2100.0
Uttar Pradesh,Onion,Red,Madhoganj,10.0,11.0,2023.0,3720.0,3800.0,80.0,3760.0,2100.0,2253.5714285714284,3760.0
Uttar Pradesh,Onion,Red,Madhoganj,10.0,12.0,2023.0,3650.0,3750.0,100.0,3700.0,3760.0,2253.5714285714284,3700.0
Uttar Pradesh,Onion,Red,Madhoganj,11.0,6.0,2023.0,1050.0,1120.0,70.0,1085.0,3700.0,2255.0,1090.0
Uttar Pradesh,Onion,Red,Madhoganj,11.0,7.0,2023.0,1450.0,1550.0,100.0,1500.0,1090.0,2267.1428571428573,1500.0
Uttar Pradesh,Onion,Red,Madhoganj,11.0,8.0,2023.0,1600.0,1650.0,50.0,1625.0,1500.0,2269.285714285714,1625.0
Uttar Pradesh,Onion,Red,Madhoganj,11.0,9.0,2023.0,1950.0,2050.0,100.0,2000.0,1625.0,2253.5714285714284,2000.0
Uttar Pradesh,Onion,Red,Madhoganj,11.0,10.0,2023.0,2050.0,2150.0,100.0,2100.0,2000.0,2253.5714285714284,2100.0
Uttar Pradesh,Onion,Red,Madhoganj,11.0,11.0,2023.0,3700.0,3800.0,100.0,3750.0,2100.0,2252.1428571428573,3750.0
Uttar Pradesh,Onion,Red,Madhoganj,11.0,12.0,2023.0,3650.0,3700.0,50.0,3675.0,3750.0,2247.8571428571427,3670.0
Uttar Pradesh,Onion,Red,Madhoganj,12.0,6.0,2023.0,1050.0,1150.0,100.0,1100.0,3670.0,2249.285714285714,1100.0
Uttar Pradesh,Onion,Red,Madhoganj,12.0,7.0,2023.0,1500.0,1550.0,50.0,1525.0,1100.0,2253.5714285714284,1530.0
Uttar Pradesh,Onion,Red,Madhoganj,12.0,8.0,2023.0,1600.0,1650.0,50.0,1625.0,1530.0,2252.8571428571427,1620.0
Uttar Pradesh,Onion,Red,Madhoganj,12.0,9.0,2023.0,1950.0,2000.0,50.0,1975.0,1620.0,2250.0,1980.0
Uttar Pradesh,Onion,Red,Madhoganj,12.0,10.0,2023.0,2050.0,2130.0,80.0,2090.0,1980.0,2248.5714285714284,2090.0
Uttar Pradesh,Onion,Red,Madhoganj,12.0,11.0,2023.0,3750.0,3820.0,70.0,3785.0,2090.0,2254.285714285714,3790.0
Uttar Pradesh,Onion,Red,Madhoganj,12.0,12.0,2023.0,3600.0,3700.0,100.0,3650.0,3790.0,2251.4285714285716,3650.0
